,id,_label,name,code,lineNumber,controlStructureType,ALPHA,node_label,node_content
29,3_31,CALL,<operator>.subtraction,buf + (bufsize -= 3) - 1,3_____8.0,,ADD,CALL_8.0: buf + (bufsize -= 3) - 1,subtraction 
30,3_32,CALL,<operator>.addition,buf + (bufsize -= 3),3_____8.0,,ADD,CALL_8.0: buf + (bufsize -= 3),addition 
31,3_33,IDENTIFIER,buf,buf,3_____8.0,,ADD,IDENTIFIER_8.0: buf,variable buf 
32,3_34,CALL,<operator>.assignmentMinus,bufsize -= 3,3_____8.0,,ADD,CALL_8.0: bufsize -= 3,assignmentMinus 
33,3_35,IDENTIFIER,bufsize,bufsize,3_____8.0,,ADD,IDENTIFIER_8.0: bufsize,variable bufsize 
34,3_36,LITERAL,,3,3_____8.0,,ADD,LITERAL_8.0: 3,literal  
35,3_37,LITERAL,,1,3_____8.0,,ADD,LITERAL_8.0: 1,literal  
36,3_38,IDENTIFIER,NULL,NULL,3_____8.0,,ADD,IDENTIFIER_8.0: NULL,variable NULL 
37,3_39,CALL,<operator>.assignment,*buf = '\0',3_____9.0,,ADD,CALL_9.0: *buf = '\0',assignment 
38,3_40,CALL,<operator>.indirection,*buf,3_____9.0,,ADD,CALL_9.0: *buf,indirection 
39,3_41,IDENTIFIER,buf,buf,3_____9.0,,ADD,IDENTIFIER_9.0: buf,variable buf 
40,3_42,LITERAL,,'\0',3_____9.0,,ADD,LITERAL_9.0: '\0',literal  
41,3_43,CONTROL_STRUCTURE,,"for (q = buf, bit = 31;fbits && bufsize;--p, fbits &= ~(1 << bit), --bit)",3_____10.0,FOR,ADD,"CONTROL_STRUCTURE_10.0: for (q = buf, bit = 31;fbits && bufsize;--p, fbits &= ~(1 << bit), --bit)",forStmt 
44,3_46,CALL,<operator>.assignment,q = buf,3_____10.0,,ADD,CALL_10.0: q = buf,assignment 
45,3_47,IDENTIFIER,q,q,3_____10.0,,ADD,IDENTIFIER_10.0: q,variable q 
46,3_48,IDENTIFIER,buf,buf,3_____10.0,,ADD,IDENTIFIER_10.0: buf,variable buf 
47,3_49,CALL,<operator>.assignment,bit = 31,3_____10.0,,ADD,CALL_10.0: bit = 31,assignment 
48,3_50,IDENTIFIER,bit,bit,3_____10.0,,ADD,IDENTIFIER_10.0: bit,variable bit 
49,3_51,LITERAL,,31,3_____10.0,,ADD,LITERAL_10.0: 31,literal  
50,3_52,CALL,<operator>.logicalAnd,fbits && bufsize,3_____10.0,,ADD,CALL_10.0: fbits && bufsize,logicalAnd 
51,3_53,IDENTIFIER,fbits,fbits,3_____10.0,,ADD,IDENTIFIER_10.0: fbits,variable fbits 
52,3_54,IDENTIFIER,bufsize,bufsize,3_____10.0,,ADD,IDENTIFIER_10.0: bufsize,variable bufsize 
54,3_56,CALL,<operator>.preDecrement,--p,3_____10.0,,ADD,CALL_10.0: --p,preDecrement 
55,3_57,IDENTIFIER,p,p,3_____10.0,,ADD,IDENTIFIER_10.0: p,variable p 
56,3_58,CALL,<operators>.assignmentAnd,fbits &= ~(1 << bit),3_____10.0,,ADD,CALL_10.0: fbits &= ~(1 << bit),<operators>.assignmentAnd 
57,3_59,IDENTIFIER,fbits,fbits,3_____10.0,,ADD,IDENTIFIER_10.0: fbits,variable fbits 
58,3_60,CALL,<operator>.not,~(1 << bit),3_____10.0,,ADD,CALL_10.0: ~(1 << bit),not 
59,3_61,CALL,<operator>.shiftLeft,1 << bit,3_____10.0,,ADD,CALL_10.0: 1 << bit,shiftLeft 
60,3_62,LITERAL,,1,3_____10.0,,ADD,LITERAL_10.0: 1,literal  
61,3_63,IDENTIFIER,bit,bit,3_____10.0,,ADD,IDENTIFIER_10.0: bit,variable bit 
62,3_64,CALL,<operator>.preDecrement,--bit,3_____10.0,,ADD,CALL_10.0: --bit,preDecrement 
63,3_65,IDENTIFIER,bit,bit,3_____10.0,,ADD,IDENTIFIER_10.0: bit,variable bit 
64,3_66,CONTROL_STRUCTURE,,if (fbits & 1 << bit && (*p || !flags)),3_____11.0,IF,ADD,CONTROL_STRUCTURE_11.0: if (fbits & 1 << bit && (*p || !flags)),ifStmt 
65,3_67,CALL,<operator>.logicalAnd,fbits & 1 << bit && (*p || !flags),3_____11.0,,ADD,CALL_11.0: fbits & 1 << bit && (*p || !flags),logicalAnd 
66,3_68,CALL,<operator>.and,fbits & 1 << bit,3_____11.0,,ADD,CALL_11.0: fbits & 1 << bit,and 
67,3_69,IDENTIFIER,fbits,fbits,3_____11.0,,ADD,IDENTIFIER_11.0: fbits,variable fbits 
68,3_70,CALL,<operator>.shiftLeft,1 << bit,3_____11.0,,ADD,CALL_11.0: 1 << bit,shiftLeft 
69,3_71,LITERAL,,1,3_____11.0,,ADD,LITERAL_11.0: 1,literal  
70,3_72,IDENTIFIER,bit,bit,3_____11.0,,ADD,IDENTIFIER_11.0: bit,variable bit 
71,3_73,CALL,<operator>.logicalOr,*p || !flags,3_____11.0,,ADD,CALL_11.0: *p || !flags,logicalOr 
72,3_74,CALL,<operator>.indirection,*p,3_____11.0,,ADD,CALL_11.0: *p,indirection 
73,3_75,IDENTIFIER,p,p,3_____11.0,,ADD,IDENTIFIER_11.0: p,variable p 
74,3_76,CALL,<operator>.logicalNot,!flags,3_____11.0,,ADD,CALL_11.0: !flags,logicalNot 
75,3_77,IDENTIFIER,flags,flags,3_____11.0,,ADD,IDENTIFIER_11.0: flags,variable flags 
77,3_79,CONTROL_STRUCTURE,,if (*p),3_____12.0,IF,ADD,CONTROL_STRUCTURE_12.0: if (*p),ifStmt 
78,3_80,CALL,<operator>.indirection,*p,3_____12.0,,ADD,CALL_12.0: *p,indirection 
79,3_81,IDENTIFIER,p,p,3_____12.0,,ADD,IDENTIFIER_12.0: p,variable p 
81,3_83,CALL,<operator>.assignment,"nc = snprintf(q, bufsize, ""%s%s"", q == buf ? """" : "" "", *p)",3_____13.0,,ADD,"CALL_13.0: nc = snprintf(q, bufsize, ""%s%s"", q == buf ? """" : "" "", *p)",assignment 
82,3_84,IDENTIFIER,nc,nc,3_____13.0,,ADD,IDENTIFIER_13.0: nc,variable nc 
83,3_85,CALL,snprintf,"snprintf(q, bufsize, ""%s%s"", q == buf ? """" : "" "", *p)",3_____13.0,,ADD,"CALL_13.0: snprintf(q, bufsize, ""%s%s"", q == buf ? """" : "" "", *p)",funcCall snprintf 
84,3_86,IDENTIFIER,q,q,3_____13.0,,ADD,IDENTIFIER_13.0: q,variable q 
85,3_87,IDENTIFIER,bufsize,bufsize,3_____13.0,,ADD,IDENTIFIER_13.0: bufsize,variable bufsize 
86,3_88,LITERAL,,"""%s%s""",3_____13.0,,ADD,"LITERAL_13.0: ""%s%s""",literal  
87,3_89,CALL,<operator>.conditional,"q == buf ? """" : "" """,3_____13.0,,ADD,"CALL_13.0: q == buf ? """" : "" """,conditional 
88,3_90,CALL,<operator>.equals,q == buf,3_____13.0,,ADD,CALL_13.0: q == buf,equals 
89,3_91,IDENTIFIER,q,q,3_____13.0,,ADD,IDENTIFIER_13.0: q,variable q 
90,3_92,IDENTIFIER,buf,buf,3_____13.0,,ADD,IDENTIFIER_13.0: buf,variable buf 
91,3_93,LITERAL,,"""""",3_____13.0,,ADD,"LITERAL_13.0: """"",literal  
92,3_94,LITERAL,,""" """,3_____13.0,,ADD,"LITERAL_13.0: "" """,literal  
93,3_95,CALL,<operator>.indirection,*p,3_____13.0,,ADD,CALL_13.0: *p,indirection 
94,3_96,IDENTIFIER,p,p,3_____13.0,,ADD,IDENTIFIER_13.0: p,variable p 
95,3_97,CONTROL_STRUCTURE,,else,3_____15.0,ELSE,ADD,CONTROL_STRUCTURE_15.0: else,CtrlStruct 
97,3_99,CALL,<operator>.assignment,"nc = snprintf(q, bufsize, ""%s[%d]"", q == buf ? """" : "" "", bit)",3_____15.0,,ADD,"CALL_15.0: nc = snprintf(q, bufsize, ""%s[%d]"", q == buf ? """" : "" "", bit)",assignment 
98,3_100,IDENTIFIER,nc,nc,3_____15.0,,ADD,IDENTIFIER_15.0: nc,variable nc 
99,3_101,CALL,snprintf,"snprintf(q, bufsize, ""%s[%d]"", q == buf ? """" : "" "", bit)",3_____15.0,,ADD,"CALL_15.0: snprintf(q, bufsize, ""%s[%d]"", q == buf ? """" : "" "", bit)",funcCall snprintf 
100,3_102,IDENTIFIER,q,q,3_____15.0,,ADD,IDENTIFIER_15.0: q,variable q 
101,3_103,IDENTIFIER,bufsize,bufsize,3_____15.0,,ADD,IDENTIFIER_15.0: bufsize,variable bufsize 
102,3_104,LITERAL,,"""%s[%d]""",3_____15.0,,ADD,"LITERAL_15.0: ""%s[%d]""",literal  
103,3_105,CALL,<operator>.conditional,"q == buf ? """" : "" """,3_____15.0,,ADD,"CALL_15.0: q == buf ? """" : "" """,conditional 
104,3_106,CALL,<operator>.equals,q == buf,3_____15.0,,ADD,CALL_15.0: q == buf,equals 
105,3_107,IDENTIFIER,q,q,3_____15.0,,ADD,IDENTIFIER_15.0: q,variable q 
106,3_108,IDENTIFIER,buf,buf,3_____15.0,,ADD,IDENTIFIER_15.0: buf,variable buf 
107,3_109,LITERAL,,"""""",3_____15.0,,ADD,"LITERAL_15.0: """"",literal  
108,3_110,LITERAL,,""" """,3_____15.0,,ADD,"LITERAL_15.0: "" """,literal  
109,3_111,IDENTIFIER,bit,bit,3_____15.0,,ADD,IDENTIFIER_15.0: bit,variable bit 
110,3_112,CONTROL_STRUCTURE,,if (bufsize <= nc),3_____16.0,IF,ADD,CONTROL_STRUCTURE_16.0: if (bufsize <= nc),ifStmt 
111,3_113,CALL,<operator>.lessEqualsThan,bufsize <= nc,3_____16.0,,ADD,CALL_16.0: bufsize <= nc,lessEqualsThan 
112,3_114,IDENTIFIER,bufsize,bufsize,3_____16.0,,ADD,IDENTIFIER_16.0: bufsize,variable bufsize 
113,3_115,IDENTIFIER,nc,nc,3_____16.0,,ADD,IDENTIFIER_16.0: nc,variable nc 
115,3_117,CONTROL_STRUCTURE,,if (b),3_____17.0,IF,ADD,CONTROL_STRUCTURE_17.0: if (b),ifStmt 
116,3_118,IDENTIFIER,b,b,3_____17.0,,ADD,IDENTIFIER_17.0: b,variable b 
118,3_120,CALL,memcpy,"memcpy(b, ""..."", sizeof(""...""))",3_____18.0,,ADD,"CALL_18.0: memcpy(b, ""..."", sizeof(""...""))",funcCall memcpy 
119,3_121,IDENTIFIER,b,b,3_____18.0,,ADD,IDENTIFIER_18.0: b,variable b 
120,3_122,LITERAL,,"""...""",3_____18.0,,ADD,"LITERAL_18.0: ""...""",literal  
121,3_123,CALL,<operator>.sizeOf,"sizeof(""..."")",3_____18.0,,ADD,"CALL_18.0: sizeof(""..."")",sizeOf 
122,3_124,LITERAL,,"""...""",3_____18.0,,ADD,"LITERAL_18.0: ""...""",literal  
123,3_125,RETURN,,return;,3_____20.0,,ADD,RETURN_20.0: return;,return return  
124,3_126,CALL,<operator>.assignmentPlus,q += nc,3_____22.0,,ADD,CALL_22.0: q += nc,assignmentPlus 
125,3_127,IDENTIFIER,q,q,3_____22.0,,ADD,IDENTIFIER_22.0: q,variable q 
126,3_128,IDENTIFIER,nc,nc,3_____22.0,,ADD,IDENTIFIER_22.0: nc,variable nc 
127,3_129,CALL,<operator>.assignmentMinus,bufsize -= nc,3_____23.0,,ADD,CALL_23.0: bufsize -= nc,assignmentMinus 
128,3_130,IDENTIFIER,bufsize,bufsize,3_____23.0,,ADD,IDENTIFIER_23.0: bufsize,variable bufsize 
129,3_131,IDENTIFIER,nc,nc,3_____23.0,,ADD,IDENTIFIER_23.0: nc,variable nc 
130,3_132,METHOD_RETURN,,void,3_____1.0,,ADD,METHOD_RETURN_1.0: void,return void 
263,3_268,METHOD_PARAMETER_OUT,buf,char *buf,3_____1.0,,ADD,METHOD_PARAMETER_OUT_1.0: char *buf,variable buf 
264,3_269,METHOD_PARAMETER_OUT,bufsize,int bufsize,3_____1.0,,ADD,METHOD_PARAMETER_OUT_1.0: int bufsize,variable bufsize 
265,3_270,METHOD_PARAMETER_OUT,fbits,uint32_t fbits,3_____1.0,,ADD,METHOD_PARAMETER_OUT_1.0: uint32_t fbits,variable fbits 
266,3_271,METHOD_PARAMETER_OUT,featureset,const char **featureset,3_____2.0,,ADD,METHOD_PARAMETER_OUT_2.0: const char **featureset,variable featureset 
267,3_272,METHOD_PARAMETER_OUT,flags,uint32_t flags,3_____2.0,,ADD,METHOD_PARAMETER_OUT_2.0: uint32_t flags,variable flags 
2,4_4,TYPE_DECL,<global>,<global>,4_____1.0,,ADD,TYPE_DECL_1.0: <global>,type <global> 
3,4_5,METHOD,<global>,<global>,4_____1.0,,ADD,METHOD_1.0: <global>,
5,4_7,METHOD,cpudef_setfield,"int cpudef_setfield (const char *name,const char *str,void *opaque)",4_____1.0,,ADD,"METHOD_1.0: int cpudef_setfield (const char *name,const char *str,void *opaque)",methodDecl cpudef_setfield 
6,4_8,METHOD_PARAMETER_IN,name,const char *name,4_____1.0,,ADD,METHOD_PARAMETER_IN_1.0: const char *name,variable name 
7,4_9,METHOD_PARAMETER_IN,str,const char *str,4_____1.0,,ADD,METHOD_PARAMETER_IN_1.0: const char *str,variable str 
8,4_10,METHOD_PARAMETER_IN,opaque,void *opaque,4_____1.0,,ADD,METHOD_PARAMETER_IN_1.0: void *opaque,variable opaque 
10,4_12,LOCAL,def,x86_def_t* def,4_____3.0,,ADD,LOCAL_3.0: x86_def_t* def,variable def 
11,4_13,CALL,<operator>.assignment,*def = opaque,4_____3.0,,ADD,CALL_3.0: *def = opaque,assignment 
12,4_14,IDENTIFIER,def,def,4_____3.0,,ADD,IDENTIFIER_3.0: def,variable def 
13,4_15,IDENTIFIER,opaque,opaque,4_____3.0,,ADD,IDENTIFIER_3.0: opaque,variable opaque 
14,4_16,LOCAL,err,int err,4_____4.0,,ADD,LOCAL_4.0: int err,variable err 
15,4_17,CALL,<operator>.assignment,err = 0,4_____4.0,,ADD,CALL_4.0: err = 0,assignment 
16,4_18,IDENTIFIER,err,err,4_____4.0,,ADD,IDENTIFIER_4.0: err,variable err 
17,4_19,LITERAL,,0,4_____4.0,,ADD,LITERAL_4.0: 0,literal  
18,4_20,CONTROL_STRUCTURE,,"if (!strcmp(name, ""name""))",4_____6.0,IF,ADD,"CONTROL_STRUCTURE_6.0: if (!strcmp(name, ""name""))",ifStmt 
19,4_21,CALL,<operator>.logicalNot,"!strcmp(name, ""name"")",4_____6.0,,ADD,"CALL_6.0: !strcmp(name, ""name"")",logicalNot 
20,4_22,CALL,strcmp,"strcmp(name, ""name"")",4_____6.0,,ADD,"CALL_6.0: strcmp(name, ""name"")",funcCall strcmp 
21,4_23,IDENTIFIER,name,name,4_____6.0,,ADD,IDENTIFIER_6.0: name,variable name 
22,4_24,LITERAL,,"""name""",4_____6.0,,ADD,"LITERAL_6.0: ""name""",literal  
24,4_26,CALL,<operator>.assignment,def->name = strdup(str),4_____7.0,,ADD,CALL_7.0: def->name = strdup(str),assignment 
25,4_27,CALL,<operator>.indirectFieldAccess,def->name,4_____7.0,,ADD,CALL_7.0: def->name,indirectFieldAccess 
26,4_28,IDENTIFIER,def,def,4_____7.0,,ADD,IDENTIFIER_7.0: def,variable def 
27,4_29,FIELD_IDENTIFIER,,name,4_____7.0,,ADD,FIELD_IDENTIFIER_7.0: name,variable  
28,4_30,CALL,strdup,strdup(str),4_____7.0,,ADD,CALL_7.0: strdup(str),funcCall strdup 
29,4_31,IDENTIFIER,str,str,4_____7.0,,ADD,IDENTIFIER_7.0: str,variable str 
30,4_32,CONTROL_STRUCTURE,,else,4_____8.0,ELSE,ADD,CONTROL_STRUCTURE_8.0: else,CtrlStruct 
32,4_34,CONTROL_STRUCTURE,,"if (!strcmp(name, ""model_id""))",4_____8.0,IF,ADD,"CONTROL_STRUCTURE_8.0: if (!strcmp(name, ""model_id""))",ifStmt 
33,4_35,CALL,<operator>.logicalNot,"!strcmp(name, ""model_id"")",4_____8.0,,ADD,"CALL_8.0: !strcmp(name, ""model_id"")",logicalNot 
34,4_36,CALL,strcmp,"strcmp(name, ""model_id"")",4_____8.0,,ADD,"CALL_8.0: strcmp(name, ""model_id"")",funcCall strcmp 
35,4_37,IDENTIFIER,name,name,4_____8.0,,ADD,IDENTIFIER_8.0: name,variable name 
36,4_38,LITERAL,,"""model_id""",4_____8.0,,ADD,"LITERAL_8.0: ""model_id""",literal  
38,4_40,CALL,strncpy,"strncpy(def->model_id, str, sizeof (def->model_id))",4_____9.0,,ADD,"CALL_9.0: strncpy(def->model_id, str, sizeof (def->model_id))",funcCall strncpy 
39,4_41,CALL,<operator>.indirectFieldAccess,def->model_id,4_____9.0,,ADD,CALL_9.0: def->model_id,indirectFieldAccess 
40,4_42,IDENTIFIER,def,def,4_____9.0,,ADD,IDENTIFIER_9.0: def,variable def 
41,4_43,FIELD_IDENTIFIER,,model_id,4_____9.0,,ADD,FIELD_IDENTIFIER_9.0: model_id,variable  
42,4_44,IDENTIFIER,str,str,4_____9.0,,ADD,IDENTIFIER_9.0: str,variable str 
43,4_45,CALL,<operator>.sizeOf,sizeof (def->model_id),4_____9.0,,ADD,CALL_9.0: sizeof (def->model_id),sizeOf 
44,4_46,CALL,<operator>.indirectFieldAccess,def->model_id,4_____9.0,,ADD,CALL_9.0: def->model_id,indirectFieldAccess 
45,4_47,IDENTIFIER,def,def,4_____9.0,,ADD,IDENTIFIER_9.0: def,variable def 
46,4_48,FIELD_IDENTIFIER,,model_id,4_____9.0,,ADD,FIELD_IDENTIFIER_9.0: model_id,variable  
47,4_49,CONTROL_STRUCTURE,,else,4_____10.0,ELSE,ADD,CONTROL_STRUCTURE_10.0: else,CtrlStruct 
49,4_51,CONTROL_STRUCTURE,,"if (!strcmp(name, ""level""))",4_____10.0,IF,ADD,"CONTROL_STRUCTURE_10.0: if (!strcmp(name, ""level""))",ifStmt 
50,4_52,CALL,<operator>.logicalNot,"!strcmp(name, ""level"")",4_____10.0,,ADD,"CALL_10.0: !strcmp(name, ""level"")",logicalNot 
51,4_53,CALL,strcmp,"strcmp(name, ""level"")",4_____10.0,,ADD,"CALL_10.0: strcmp(name, ""level"")",funcCall strcmp 
52,4_54,IDENTIFIER,name,name,4_____10.0,,ADD,IDENTIFIER_10.0: name,variable name 
53,4_55,LITERAL,,"""level""",4_____10.0,,ADD,"LITERAL_10.0: ""level""",literal  
55,4_57,CALL,setscalar,"setscalar(&def->level, str, &err)",4_____11.0,,ADD,"CALL_11.0: setscalar(&def->level, str, &err)",funcCall setscalar 
56,4_58,CALL,<operator>.addressOf,&def->level,4_____11.0,,ADD,CALL_11.0: &def->level,addressOf 
57,4_59,CALL,<operator>.indirectFieldAccess,def->level,4_____11.0,,ADD,CALL_11.0: def->level,indirectFieldAccess 
58,4_60,IDENTIFIER,def,def,4_____11.0,,ADD,IDENTIFIER_11.0: def,variable def 
59,4_61,FIELD_IDENTIFIER,,level,4_____11.0,,ADD,FIELD_IDENTIFIER_11.0: level,variable  
60,4_62,IDENTIFIER,str,str,4_____11.0,,ADD,IDENTIFIER_11.0: str,variable str 
61,4_63,CALL,<operator>.addressOf,&err,4_____11.0,,ADD,CALL_11.0: &err,addressOf 
62,4_64,IDENTIFIER,err,err,4_____11.0,,ADD,IDENTIFIER_11.0: err,variable err 
63,4_65,UNKNOWN,,),4_____11.0,,ADD,UNKNOWN_11.0: ),  
64,4_66,CONTROL_STRUCTURE,,else,4_____12.0,ELSE,ADD,CONTROL_STRUCTURE_12.0: else,CtrlStruct 
66,4_68,CONTROL_STRUCTURE,,"if (!strcmp(name, ""vendor""))",4_____12.0,IF,ADD,"CONTROL_STRUCTURE_12.0: if (!strcmp(name, ""vendor""))",ifStmt 
67,4_69,CALL,<operator>.logicalNot,"!strcmp(name, ""vendor"")",4_____12.0,,ADD,"CALL_12.0: !strcmp(name, ""vendor"")",logicalNot 
68,4_70,CALL,strcmp,"strcmp(name, ""vendor"")",4_____12.0,,ADD,"CALL_12.0: strcmp(name, ""vendor"")",funcCall strcmp 
69,4_71,IDENTIFIER,name,name,4_____12.0,,ADD,IDENTIFIER_12.0: name,variable name 
70,4_72,LITERAL,,"""vendor""",4_____12.0,,ADD,"LITERAL_12.0: ""vendor""",literal  
72,4_74,CALL,cpyid,"cpyid(&str[0], &def->vendor1)",4_____13.0,,ADD,"CALL_13.0: cpyid(&str[0], &def->vendor1)",funcCall cpyid 
73,4_75,CALL,<operator>.addressOf,&str[0],4_____13.0,,ADD,CALL_13.0: &str[0],addressOf 
74,4_76,CALL,<operator>.indirectIndexAccess,str[0],4_____13.0,,ADD,CALL_13.0: str[0],indirectIndexAccess 
75,4_77,IDENTIFIER,str,str,4_____13.0,,ADD,IDENTIFIER_13.0: str,variable str 
76,4_78,LITERAL,,0,4_____13.0,,ADD,LITERAL_13.0: 0,literal  
77,4_79,CALL,<operator>.addressOf,&def->vendor1,4_____13.0,,ADD,CALL_13.0: &def->vendor1,addressOf 
78,4_80,CALL,<operator>.indirectFieldAccess,def->vendor1,4_____13.0,,ADD,CALL_13.0: def->vendor1,indirectFieldAccess 
79,4_81,IDENTIFIER,def,def,4_____13.0,,ADD,IDENTIFIER_13.0: def,variable def 
80,4_82,FIELD_IDENTIFIER,,vendor1,4_____13.0,,ADD,FIELD_IDENTIFIER_13.0: vendor1,variable  
81,4_83,CALL,cpyid,"cpyid(&str[4], &def->vendor2)",4_____14.0,,ADD,"CALL_14.0: cpyid(&str[4], &def->vendor2)",funcCall cpyid 
82,4_84,CALL,<operator>.addressOf,&str[4],4_____14.0,,ADD,CALL_14.0: &str[4],addressOf 
83,4_85,CALL,<operator>.indirectIndexAccess,str[4],4_____14.0,,ADD,CALL_14.0: str[4],indirectIndexAccess 
84,4_86,IDENTIFIER,str,str,4_____14.0,,ADD,IDENTIFIER_14.0: str,variable str 
85,4_87,LITERAL,,4,4_____14.0,,ADD,LITERAL_14.0: 4,literal  
86,4_88,CALL,<operator>.addressOf,&def->vendor2,4_____14.0,,ADD,CALL_14.0: &def->vendor2,addressOf 
87,4_89,CALL,<operator>.indirectFieldAccess,def->vendor2,4_____14.0,,ADD,CALL_14.0: def->vendor2,indirectFieldAccess 
88,4_90,IDENTIFIER,def,def,4_____14.0,,ADD,IDENTIFIER_14.0: def,variable def 
89,4_91,FIELD_IDENTIFIER,,vendor2,4_____14.0,,ADD,FIELD_IDENTIFIER_14.0: vendor2,variable  
90,4_92,CALL,cpyid,"cpyid(&str[8], &def->vendor3)",4_____15.0,,ADD,"CALL_15.0: cpyid(&str[8], &def->vendor3)",funcCall cpyid 
91,4_93,CALL,<operator>.addressOf,&str[8],4_____15.0,,ADD,CALL_15.0: &str[8],addressOf 
92,4_94,CALL,<operator>.indirectIndexAccess,str[8],4_____15.0,,ADD,CALL_15.0: str[8],indirectIndexAccess 
93,4_95,IDENTIFIER,str,str,4_____15.0,,ADD,IDENTIFIER_15.0: str,variable str 
94,4_96,LITERAL,,8,4_____15.0,,ADD,LITERAL_15.0: 8,literal  
95,4_97,CALL,<operator>.addressOf,&def->vendor3,4_____15.0,,ADD,CALL_15.0: &def->vendor3,addressOf 
96,4_98,CALL,<operator>.indirectFieldAccess,def->vendor3,4_____15.0,,ADD,CALL_15.0: def->vendor3,indirectFieldAccess 
97,4_99,IDENTIFIER,def,def,4_____15.0,,ADD,IDENTIFIER_15.0: def,variable def 
98,4_100,FIELD_IDENTIFIER,,vendor3,4_____15.0,,ADD,FIELD_IDENTIFIER_15.0: vendor3,variable  
99,4_101,CONTROL_STRUCTURE,,else,4_____16.0,ELSE,ADD,CONTROL_STRUCTURE_16.0: else,CtrlStruct 
101,4_103,CONTROL_STRUCTURE,,"if (!strcmp(name, ""family""))",4_____16.0,IF,ADD,"CONTROL_STRUCTURE_16.0: if (!strcmp(name, ""family""))",ifStmt 
102,4_104,CALL,<operator>.logicalNot,"!strcmp(name, ""family"")",4_____16.0,,ADD,"CALL_16.0: !strcmp(name, ""family"")",logicalNot 
103,4_105,CALL,strcmp,"strcmp(name, ""family"")",4_____16.0,,ADD,"CALL_16.0: strcmp(name, ""family"")",funcCall strcmp 
104,4_106,IDENTIFIER,name,name,4_____16.0,,ADD,IDENTIFIER_16.0: name,variable name 
105,4_107,LITERAL,,"""family""",4_____16.0,,ADD,"LITERAL_16.0: ""family""",literal  
107,4_109,CALL,setscalar,"setscalar(&def->family, str, &err)",4_____17.0,,ADD,"CALL_17.0: setscalar(&def->family, str, &err)",funcCall setscalar 
108,4_110,CALL,<operator>.addressOf,&def->family,4_____17.0,,ADD,CALL_17.0: &def->family,addressOf 
109,4_111,CALL,<operator>.indirectFieldAccess,def->family,4_____17.0,,ADD,CALL_17.0: def->family,indirectFieldAccess 
110,4_112,IDENTIFIER,def,def,4_____17.0,,ADD,IDENTIFIER_17.0: def,variable def 
111,4_113,FIELD_IDENTIFIER,,family,4_____17.0,,ADD,FIELD_IDENTIFIER_17.0: family,variable  
112,4_114,IDENTIFIER,str,str,4_____17.0,,ADD,IDENTIFIER_17.0: str,variable str 
113,4_115,CALL,<operator>.addressOf,&err,4_____17.0,,ADD,CALL_17.0: &err,addressOf 
114,4_116,IDENTIFIER,err,err,4_____17.0,,ADD,IDENTIFIER_17.0: err,variable err 
115,4_117,UNKNOWN,,),4_____17.0,,ADD,UNKNOWN_17.0: ),  
116,4_118,CONTROL_STRUCTURE,,else,4_____18.0,ELSE,ADD,CONTROL_STRUCTURE_18.0: else,CtrlStruct 
118,4_120,CONTROL_STRUCTURE,,"if (!strcmp(name, ""model""))",4_____18.0,IF,ADD,"CONTROL_STRUCTURE_18.0: if (!strcmp(name, ""model""))",ifStmt 
119,4_121,CALL,<operator>.logicalNot,"!strcmp(name, ""model"")",4_____18.0,,ADD,"CALL_18.0: !strcmp(name, ""model"")",logicalNot 
120,4_122,CALL,strcmp,"strcmp(name, ""model"")",4_____18.0,,ADD,"CALL_18.0: strcmp(name, ""model"")",funcCall strcmp 
121,4_123,IDENTIFIER,name,name,4_____18.0,,ADD,IDENTIFIER_18.0: name,variable name 
122,4_124,LITERAL,,"""model""",4_____18.0,,ADD,"LITERAL_18.0: ""model""",literal  
124,4_126,CALL,setscalar,"setscalar(&def->model, str, &err)",4_____19.0,,ADD,"CALL_19.0: setscalar(&def->model, str, &err)",funcCall setscalar 
125,4_127,CALL,<operator>.addressOf,&def->model,4_____19.0,,ADD,CALL_19.0: &def->model,addressOf 
126,4_128,CALL,<operator>.indirectFieldAccess,def->model,4_____19.0,,ADD,CALL_19.0: def->model,indirectFieldAccess 
127,4_129,IDENTIFIER,def,def,4_____19.0,,ADD,IDENTIFIER_19.0: def,variable def 
128,4_130,FIELD_IDENTIFIER,,model,4_____19.0,,ADD,FIELD_IDENTIFIER_19.0: model,variable  
129,4_131,IDENTIFIER,str,str,4_____19.0,,ADD,IDENTIFIER_19.0: str,variable str 
130,4_132,CALL,<operator>.addressOf,&err,4_____19.0,,ADD,CALL_19.0: &err,addressOf 
131,4_133,IDENTIFIER,err,err,4_____19.0,,ADD,IDENTIFIER_19.0: err,variable err 
132,4_134,UNKNOWN,,),4_____19.0,,ADD,UNKNOWN_19.0: ),  
133,4_135,CONTROL_STRUCTURE,,else,4_____20.0,ELSE,ADD,CONTROL_STRUCTURE_20.0: else,CtrlStruct 
135,4_137,CONTROL_STRUCTURE,,"if (!strcmp(name, ""stepping""))",4_____20.0,IF,ADD,"CONTROL_STRUCTURE_20.0: if (!strcmp(name, ""stepping""))",ifStmt 
136,4_138,CALL,<operator>.logicalNot,"!strcmp(name, ""stepping"")",4_____20.0,,ADD,"CALL_20.0: !strcmp(name, ""stepping"")",logicalNot 
137,4_139,CALL,strcmp,"strcmp(name, ""stepping"")",4_____20.0,,ADD,"CALL_20.0: strcmp(name, ""stepping"")",funcCall strcmp 
